,grid_id,location,txt,flood_ct
1496,"(22, 78)",['Betul district'],"The mean elevation above the sea is about 2000 ft. The country is essentially a highland tract, divided naturally into three distinct portions, differing in their superficial aspects, the character of their soil and their geological formation. The northern part of the district forms an irregular plain of the sandstone formation. It is a well-wooded tract, but it has a very sparse population and little cultivated land. In the extreme north a line of hills rises abruptly out of the great plain of the Narmada valley. The central tract alone possesses a rich soil, well watered by the river Machna and Sapna dam, almost entirely cultivated and studded with villages. To the south lies a rolling plateau of basaltic formation (with the sacred town of Multai, and the springs of the Tapti River at its highest point), extending over the whole of the southern face of the district, and finally merging into the wild and broken line of the Ghats, which lead down to the plains. This tract consists of a succession of stony ridges of trap rock, enclosing valleys or basins of fertile soil, to which cultivation is for the most part confined, except where the shallow soil on the tops of the hills has been turned to account.The climate of Betul is fairly healthy. Its height above the plains and the neighbourhood of extensive forests moderate the heat, and render the temperature pleasant throughout the greater part of the year. During the cold season the thermometer at night falls below the freezing point; little or no hot wind is felt before the end of April, and even then it ceases after sunset. The nights in the hot season are comparatively cool and pleasant. During the monsoon the climate is very damp, and at times even cold and raw, thick clouds and mist enveloping the sky for many days together. The average annual rainfall is 1080mm.Betul district is rich in forests and biodiversity. The main timber species of Betul Forest is Teak. Many miscellaneous types of trees such as Haldu, Saja , Dhaoda etc. are also found in abundance. Many medicinal plants are also found in the forest areas of Betul. Large amounts of commercially important minor forest produce such as Tendu leaves, chironji, Harra, Amla are also collected from the forests of Betul. Asia's biggest wood depot is in Betul.
The major rivers flowing in the district are the Ganjal River, Morand River and the Tawa River (tributaries of the Narmada River). The Tapti river originates from Multai in the Betul district; Multai's Sanskrit name 'Multapi' means 'origin of Tapi or the River Tapti'.",0.0
1497,"(22, 80)","['Balaghat', 'Balaghat']",Balaghat is located at 21°48′N 80°11′E. It has an average elevation of 288 metres (944 feet).,2.0
1498,"(22, 82)",['Bilaspur'],"Bilaspur is located at 22.09°N 82.15°E﻿ / 22.09; 82.15. It has an average elevation of 264 metres (866 ft).
Bilaspur is situated on the banks of the rain-fed Arpa River, which originates from the Maikal Range of Central India. It's a dolomite rich region surrounded by dense forests in the north and the coal mines of the Hasdeo Valley in the east.
Bilaspur District is surrounded by Koria District in the north, Anuppur District of Madhya Pradesh, Mungeli and, Baloda Bazar-Bhata Para District in the south and Korba and Janjgir-Champa District in the east.
Major cities around Bilaspur are:

Raipur in South-West
Nagpur in West
Bhopal in West
Jabalpur in North-West
Durg-Bhilai in South-West
Varanasi and Allahabad in North
Ranchi and Jharsuguda in North-East",1.0
1499,"(22, 87)","['Baripada', 'Midnapore']",Baripada is at 21.94°N 86.72°E﻿ / 21.94; 86.72. It has an average elevation of 36 metres (118 feet). The city lies along the Budhabalanga River.,1.0
1500,"(22, 89)",['Sathkhira'],"Chinatola Bazaar is a large bazaar and important business hub in Manirampur Upazila, Bangladesh.  It is situated beside the main connecting road of Jessore and Sathkhira districts.

",0.0
1501,"(22, 90)","['Bagerhat', 'Bagherhat', 'Barguna', 'Bagerhat', 'Bagerhat', 'Bagerhat', 'Borguna', 'Bagerhat', 'Bagerhat', 'Bagebhat', 'Patuakhali', 'Patuakhali district', 'Patuakhali', ' Patuakhil', ' Barguna districts ', 'Barguna', 'Barisal district', 'Barisal', 'Barisal', 'Barisal', 'Barisal', 'Barisal district and Southern Bangladesh', 'Barisal', 'Barisal']","Bagerhat district has a total area of 3959.11 square kilometres. It is bounded by Gopalganj District and Narail District on the north, The Bay of Bengal on the south, Gopalganj District, Pirojpur District and Barguna District on the east and Khulna District on the west. Main rivers of the district are Panguchi, Daratana, Madhumati River, Pasur River, Haringhata, Mongla River, Baleshwar, Bangra and Goshairkhali.",5.0
1502,"(22, 91)","['Hatiya', ' Hatiya', 'Bhola', 'Bhola', 'Bhola', 'Bhola', 'Bhola', 'Sandwip', 'Bhola', 'Bhola']","Hatiya Upazila is located at 22.3667°N 91.1250°E﻿ / 22.3667; 91.1250. It has 47,970 household units and a total area of 2,100 square kilometres. It is bounded by the Subarnachar Upazila to its north, Ramgati Upazila to its northwest, the Bay of Bengal to the east and south, and Manpura Upazila to its west.",0.0
1503,"(22, 92)","['Moheshkali', 'Banshkhali', ' Rangunia', 'Bandarban', 'Bandarban', 'Bandarban', 'Bandarban Hill', 'Bandarban', 'Bandarban', ' Bandarban districts ', 'Maheshkhali']","Banshkhali Upazila is located at 22.0485°N 91.9416°E﻿ / 22.0485; 91.9416 in Bangladesh. Its neighbouring upazilas are Anwara and Sangu to the north, Chakaria to the south, Lohagara and Satkania to the east, and Kutubdia and the Bay of Bengal to the west. Through it runs a canal named ""Shonaichari at Banshkhali"" which is locally known as “Honaichari.” In the past, businessmen from Chakaria bought bamboo here and used the Shonaichari Canal to transport the bamboo to other areas. At that time, local people observed that the Shonaichari Canal was filled with bamboo. Banshkhali is named after this historical event. It has 55,609 households and a total area of 376.9 km2.",6.0
1504,"(22, 95)",['Monywa'],"Sagaing Region (Burmese: စစ်ကိုင်းတိုင်းဒေသကြီး, pronounced [zəɡáɪ̯ɰ̃ táɪ̯ɰ̃ dèθa̰ dʑí]; formerly Sagaing Division) is an administrative region of Myanmar, located in the north-western part of the country between latitude 21° 30' north and longitude 94° 97' east. It is bordered by India's Nagaland, Manipur, and Arunachal Pradesh States to the north, Kachin State, Shan State, and Mandalay Region to the east, Mandalay Region and Magway Region to the south, with the Ayeyarwady River forming a greater part of its eastern and also southern boundary, and Chin State and India to the west. The region has an area of 93,527 square kilometres (36,111 sq mi). In 1996, it had a population of over 5,300,000 while its population in 2012 was 6,600,000. The urban population in 2012 was 1,230,000 and the rural population was 5,360,000. The capital city of Sagaing Region is Monywa.

",0.0
1505,"(22, 98)","['Shan state', ' Shan']","Most of the Shan State is a hilly plateau, the Shan Plateau, which together with the higher mountains in the north and south forms the Shan Hills system. The gorge of the Thanlwin (Salween/Namhkong) River cuts across the state. Inle Lake where the leg-rowing Intha people live in floating villages, in the great Nyaung Shwe ""plain"", is the second largest natural expanse of water in Burma, shallow but 14 miles (23 km)  long and 7 miles (11 km)  wide. Pindaya Caves near Aungpan are vast limestone caverns which contain 6,226 Buddha images.The road to Taunggyi via Kalaw and Aungpan branches off at Thazi from the main Yangon–Mandalay Road; another road via Ywangan and Pindaya branches off from Kyaukse south of Mandalay. The railhead stops short of Taunggyi at Shwenyaung, again from Thazi junction, and nearby Heho has an airport.
A severe magnitude 6.8 earthquake struck in Tarlay, Tachileik Township, the eastern part of Shan State, on 24 March 2011. It killed more than 70 and injured more than 100 people. 390 houses, 14 Buddhist monasteries, and nine government buildings were damaged.",1.0
1506,"(22, 103)","['Sin Ho district ', 'Lai Chau', ' Lai Chau', ' Dien Bien', 'Lai Chau', 'Lai Chau province']","Fansipan is the tallest mountain in the Hoang Lien Son Range, situated on the border of Lào Cai Province and Lai Châu Province with its peak located on the Lào Cai side. The mountain is part of the Hoàng Liên National Park. It has a topographic prominence of 1,613 metres (5,292 ft), ranking 6th in Vietnam.",3.0
1507,"(22, 104)","[' Sa Pa', 'Sa Pa district', 'Mu Cang Chai district', 'Sa Pa district', 'Lao Cai province', 'Lao Cai', ' Lˆo Cai']","Sa Pa District is in Lào Cai Province, northwest Vietnam, 380 km northwest of Hanoi close to the border with China. The Hoàng Liên Son range of mountains dominates the district, which is at the eastern extremity of the Himalayas. This range includes Vietnam's highest mountain, Fan Si Pan, at a height of 3143 m above sea level. In addition, other mountains like Aurora & J (where the sun appears at sunrise) complete a very steep terrain. The town of Sa Pa lies at an elevation of about 1500 meters (4,921 feet) elevation. The climate is moderate and rainy in summer (May—August), and foggy and cold with occasional snowfalls in winter.

Sa Pa is a quiet mountain town and home to a great diversity of ethnic minority peoples. The total population of 36,000 consists mostly of minority groups. Besides the Kinh (Viet) people (15 percent) there are mainly five ethnic groups in Sa Pa: Hmong 52 percent, Dao 25 percent, Tay five percent, Giay two percent, and a small number of Xa Pho. Approximately 7,000 live in Sa Pa, the other 36,000 being scattered in small communes throughout the district.

Most of the ethnic minority people work their land on sloping terraces since the vast majority of the land is mountainous. Their staple foods are rice and corn. Rice, by its very nature of being a labour-intensive crop, makes the daily fight for survival paramount. The unique climate in Sa Pa has a major influence on the ethnic minorities who live in the area. With sub-tropical summers, temperate winters and 160 days of mist annually, the influence on agricultural yields and health-related issues is significant.
The geographical location of the area makes it a truly unique place for many interesting plants and animals, allowing it to support many inhabitants. Many very rare or even endemic species have been recorded in the region.

The scenery of the Sa Pa region in large part reflects the relationship between the minority people and nature. This is seen especially in the paddy fields carpeting the rolling lower slopes of the Hoàng Liên Mountains. The impressive physical landscape which underlies this has resulted from the work of the elements over thousands of years, wearing away the underlying rock. On a clear day, the imposing peak of Fan Si Pan comes into view. The last major peak in the Himalayan chain, Fan Si Pan offers a real challenge to even the keenest walker, the opportunity of staggering views, and a rare glimpse of some of the last remaining primary rain forest in Vietnam.
Geology, climate and human activity have combined to produce a range of very distinct habitats around Sa Pa. Especially important is Sa Pa's geographic position, at the convergence of the world's 14 ""biomes"" (distinct biographic areas), producing an assemblage of plant and animal species unique in the world.",4.0
1508,"(22, 105)","['Tuyen Quang province', ' Phu Khanh  provinces']",,1.0
1509,"(22, 106)","['Thai Nguyen', 'Bac Can', 'Bac Can', 'Bac Kan', 'Bac Kan', 'Bac Kan']","Thái Nguyên City is located on the Cầu River. Its area is approximately 189.705 km2 (73.246 sq mi) and the population was 420,000 in 2018.",3.0
1510,"(22, 114)","[' Cheung Chau', 'Tai Po', ' Kwangtung', 'Sha Tin area', 'Taipo area', 'West of Cheung Chau', ' Sha Tin', ' North Point', '  Kowloon', ' Tuen Mun ', '  Ping Shan', ' Lei U Mun', 'Pokfulam', 'Shatin', ' Wong Tai Sin', ' Tai Po', 'Tsuen Wan', '  Lantau Isl.', '  Lantau Isl.', ' Yuen Long', 'Tin Shui Wai', 'Lam Tin In Kwun Tong', 'Aberdeen', 'Sheung Wan', 'Sai Kung', ' Kwai Chung', 'Tai O', ' Nam Bin Wai', 'Tsim Sha Tsui ', 'Tai O', 'Fai Chi Kei', 'Kwungton', 'Wong Tai Sin', ' Sai Kung']","Geographically the island is formed from two mostly granite masses joined by a tombolo. With an area of 2.45 square kilometres (0.95 square miles), the island is therefore ""long"", hence the name as translated from Cantonese is ""Long Island"". Thus, it is redundant to say ""Cheung Chau Island"". The island is dumbbell-shaped, with hills at the northern and southern ends and the settlements concentrated in between.",11.0
1511,"(22, 121)","['Pintung', 'Pingdong county', 'Pingtung', 'Pingtung county']","The park covers about 181 square kilometres (70 sq mi) of land, 152 square kilometres (59 sq mi) of sea, weighing in at 333 square kilometres (129 sq mi) combined. Nan Wan and Banana Bay (香蕉灣) is surrounded by the Pacific Ocean, the Taiwan Strait, and the Luzon Strait. The park is 90 kilometres (56 mi) away from Kaohsiung, 140 kilometres (87 mi) away from Tainan.
The landscape boasted by Kenting National Park is divided into two parts by the long and narrow Hengchun Longitudinal Valley Plain that extends from north to south. With coral sea cliffs teemed with fringing reefs along the west coast, the park features a large number of mountains in the north, and coral tablelands and foothills in the south. The plain, which is formed by fault valleys, has a vast lake called Longluan Lake, together with rising coral tablelands and limestone caves to the east. The east side of the coral tablelands features unique sand rivers and sand waterfalls formed by the combined effects of winds and rivers, as well as coral cliffs, sunken caves and stalactites.",1.0
1512,"(23, -106)",['Concordia'],"Concordia is located at 38°59′2″N 93°34′8″W (38.983927, -93.568776).  According to the United States Census Bureau, the city has a total area of 1.79 square miles (4.64 km2), of which 1.78 square miles (4.61 km2) is land and 0.01 square miles (0.03 km2) is water.",0.0
1513,"(23, -105)",['Mezquital district'],"The municipality of Mezquital del Oro lies at an elevation between 900 and 2,500 metres (3,000–8,200 ft) in the Sierra Madre Occidental in southwestern Zacatecas. It borders the Zacatecan municipalities of Trinidad García de la Cadena to the west, Teúl de González Ortega to the north, Juchipila to the northeast, and Moyahua de Estrada to the east. It also borders the Jaliscan municipalities of Ixtlahuacán del Río to the south and San Cristóbal de la Barranca to the southwest. The municipality covers an area of 486.5 square kilometres (187.8 sq mi) and comprises 0.6% of the state's area.As of 2009, 5.5% of the land in Mezquital del Oro is used for agriculture. The remainder of the land comprises tropical forest (53.6%), temperate forest (23.6), and grassland (17.2%). The municipality is situated in the drainage basin of the Juchipila River, a tributary of the Río Grande de Santiago. Much of the municipality lies in the canyon of the Mezquital River, a tributary of the Juchipila.Mezquital del Oro's climate ranges from temperate to tropical depending on elevation, with dry winters in either case. Average temperatures in the municipality range between 14 and 26 °C (57–79 °F), and average annual precipitation ranges between 700 and 1,000 millimetres (28–39 in).",0.0
1514,"(23, -98)",[' Altamira'],"Altamira is located in a transition area between the Brazilian Highlands and Amazonian Lowlands, is situated on the shores of the Xingu River a tributary of the Amazon River, with average elevation of 109 meters.
The municipality contains part of the 724,965 hectares (1,791,430 acres) Altamira National Forest, a sustainable use conservation unit created in 1998.
The municipality contains part of the Jamanxim National Park, a protected area.
It contains part of the 3,373,134 hectares (8,335,200 acres) Terra do Meio Ecological Station, a strictly protected conservation unit created in 2005.
It also contains part of the 342,192 hectares (845,570 acres) Nascentes da Serra do Cachimbo Biological Reserve, a strictly protected conservation unit established in 2005.
The municipality contains 49% of the 445,408 hectares (1,100,630 acres) Serra do Pardo National Park, established at the same time.",1.0
1515,"(23, -83)","['Artemisa', ' Havana']","The Artemisa municipality is located in the center of the Artemisa Province, bordering to the north with the Mariel and Guanajay municipalities;  to the east with the municipalities Caimito and Alquízar;  to the south with the Ensenada de Majana and to the west with the municipality of Candelaria.
Wards (consejos populares) of the municipality include Cayajabo, Centro, Corojal, La Matilde, Las Cañas, Lavandero, Lincoln, Reparto Nuevo, and Todelo.",1.0
1516,"(23, -82)","['Havana', 'Havana', 'Central Havana', 'Nueva Paz', 'La Habana', 'Havana', 'Havana', 'Havana']",,3.0
1517,"(23, -81)",['Colon'],"In modern parlance, a colony is a territory subject to a form of foreign rule. Though dominated by the foreign colonizers, colonies remain separate from the administration of the original country of the colonizers, the metropolitan state (or ""mother country""). This administrative colonial separation makes colonies neither incorporated territories nor client states. Some colonies have been organized either as dependent territories that are not sufficiently self-governed, or as self-governed colonies controlled by colonial settlers.
The term colony originates from the ancient Roman colonia, a type of Roman settlement. Derived from colon-us (farmer, cultivator, planter, or settler), it carries with it the sense of 'farm' and 'landed estate'.
Furthermore the term was used to refer to the older Greek apoikia (Ancient Greek: ἀποικία, lit. 'home away from home'), which were overseas settlements by ancient Greek city-states. The city that founded such a settlement became known as its metropolis (""mother-city"").
Since early-modern times, historians, administrators, and political scientists have generally used the term ""colony"" to refer mainly to the many different overseas territories of particularly European states between the 15th and 20th centuries CE, with colonialism and decolonization as corresponding phenomena. While colonies often developed from trading outposts or territorial claims, such areas do not need to be a product of colonization, nor become colonially organized territories.
Some historians use the term informal colony to refer to a country under the de facto control of another state, although this term is often contentious.",0.0
1518,"(23, -75)",[' Long Island'],"The westernmost end of Long Island contains the New York City boroughs of Brooklyn (Kings County) and Queens (Queens County). The central and eastern portions contain the suburban Nassau and Suffolk counties. However, colloquial usage of the term ""Long Island"" usually refers only to Nassau and Suffolk counties. For example, the Federal Reserve Bank of New York has a district named ""Long Island (Nassau-Suffolk Metro Division)."" At least as late as 1911, locations in Queens were still commonly referred to as being on Long Island. Some institutions in the New York City section of the island use the island's names, like Long Island University and Long Island Jewish Medical Center.
In 1985, the U.S. Supreme Court ruled in United States v. Maine that Long Island is integrally related to the mainland enough that Long Island Sound and the western part of Block Island Sound constitute a ""juridical bay"" for the purpose of determining maritime state boundaries.  In the popular media this has been often misinterpreted as a ruling that Long Island is legally not an island.  The United States Board on Geographic Names still considers Long Island an island, because it is surrounded by water.There are few tall buildings on Long Island.  Nassau County is more densely developed than Suffolk County. While affluent overall, Nassau County has pockets of more pronounced wealth with estates covering greater acreage within the Gold Coast of the North Shore and the Five Towns area on the South Shore. South Shore communities are built along protected wetlands of the island and contain white sandy beaches of Outer Barrier Islands fronting on the Atlantic Ocean. Dutch and English settlers from the time before the American Revolutionary War, as well as communities of Native Americans, populated the island. The 19th century saw the infusion of the wealthiest Americans in the so-called Gold Coast of the North Shore, where wealthy Americans and Europeans in the Gilded Age built lavish country homes.
In its easternmost sections, Suffolk County remains semi-rural, as in Greenport on the North Fork and some of the periphery of the area prominently known as The Hamptons, although summer tourism swells the population in those areas. The North Fork peninsula of Suffolk County's East End has developed a burgeoning wine region. In addition, the South Fork peninsula is known for beach communities, including the Hamptons, and for the Montauk Point Lighthouse at the eastern tip of the island. The Pine Barrens is a preserved pine forest encompassing much of eastern Suffolk County.",0.0
1519,"(23, -1)",['Bordj Badji Mokhtar'],"Bordj Badji Mokhtar is located at an elevation of 401 metres (1,316 ft) in the Tanezrouft, a desolate and mostly flat area in the Sahara Desert. The region is extremely sparsely populated with only four significant settlements in the Algerian part (the other three being Timiaouine, In Guezzam and Tin Zaouatine). Unlike most other towns in Saharan Algeria, Bordj Badji Mokhtar is not settled near an oasis but water is available from wells dug 400 metres (1,300 ft) underground.",1.0
1520,"(23, 33)",['Aswan'],"Northern Tropic boundary
The latitude of the city that would become Aswan – located at 24° 5′ 23″ – was an object of great interest to the ancient geographers and mathematicians. They believed that it was seated immediately under the tropic, and that on the day of the summer solstice, a vertically positioned staff cast no shadow. They noted that the sun's disc was reflected in a deep well (or pit) at noon. This statement is only approximately correct; at the summer solstice, the shadow was only 1⁄400 of the staff, and so could scarcely be discerned, and the northern limb of the Sun's disc would be nearly vertical. More than 2200 years ago, Greek polymath Eratosthenes used this information to calculate earth's circumference.",1.0
1521,"(23, 34)",['Shalatein'],"The Type 701 Lüneburg-class replenishment ship was a class of eight replenishment ships of the German Navy. Each ship in the class bore the name of a German city that ended in -burg.
The ships were not all identical, and they were initially divided into different types such as 701 A and 701 B. Only the Coburg was part of the Type 701 B, as it was able to carry heavy fuel oil (NATO code: F82) in addition to diesel fuel.
All units of the Type 701 ships have now been decommissioned. After the service period, which usually lasted around 30 years, they were no longer able to meet the growing demands of the fleet. Today their tasks are partly carried out by the tenders of the Elbe class, but mainly by the task force suppliers (EGV) of the Berlin-class (Type 702).

",1.0
1522,"(23, 46)","['Ryad', 'Riyadh', ' Riyadh']",,3.0
1523,"(23, 59)","['Muscat', 'Muscat', 'Muscat province']","Oman lies between latitudes 16° and 28° N, and longitudes 52° and 60° E. A vast gravel desert plain covers most of central Oman, with mountain ranges along the north (Al Hajar Mountains) and southeast coast (Qara or Dhofar Mountains), where the country's main cities are located: the capital city Muscat, Sohar and Sur in the north, and Salalah in the south and Musandam. Oman's climate is hot and dry in the interior and humid along the coast. During past epochs, Oman was covered by ocean, as evidenced by the large numbers of fossilized shells found in areas of the desert away from the modern coastline.

The peninsula of Musandam (Musandem) exclave, which is strategically located on the Strait of Hormuz, is separated from the rest of Oman by the United Arab Emirates. The series of small towns known collectively as Dibba are the gateway to the Musandam peninsula on land and the fishing villages of Musandam by sea, with boats available for hire at Khasab for trips into the Musandam peninsula by sea.

Oman's other exclave, inside UAE territory, known as Madha, located halfway between the Musandam Peninsula and the main body of Oman, is part of the Musandam governorate, covering approximately 75 km2 (29 sq mi). Madha's boundary was settled in 1969, with the north-east corner of Madha barely 10 m (32.8 ft) from the Fujairah road. Within the Madha exclave is a UAE enclave called Nahwa, belonging to the Emirate of Sharjah, situated about 8 km (5 mi) along a dirt track west of the town of New Madha, and consisting of about forty houses with a clinic and telephone exchange.The central desert of Oman is an important source of meteorites for scientific analysis.",0.0
1524,"(23, 72)","['Ahmedabad', 'Ahmadabad', 'Ahmedabad', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat', 'Gujarat state', 'Gujarat', 'Gujarat', ' Gujarat - ', 'Gujarat', ' Gujarat', 'Gujarat', 'Gujarat', ' Gujarat', ' Gujurat']","Ahmedabad lies at 23.03°N 72.58°E﻿ / 23.03; 72.58 in western India at 53 metres (174 ft) above sea level on the banks of the Sabarmati river, in north-central Gujarat. It covers an area of 505 km2 (195 sq mi). The Sabarmati frequently dried up in the summer, leaving only a small stream of water, and the city is in a sandy and dry area. However, with the execution of the Sabarmati River Front Project and Embankment, the waters from the Narmada river have been diverted to the Sabarmati to keep the river flowing throughout the year, thereby eliminating Ahmedabad's water problems. The steady expansion of the Rann of Kutch threatened to increase desertification around the city area and much of the state; however, the Narmada Canal network is expected to alleviate this problem. Except for the small hills of Thaltej-Jodhpur Tekra, the city is almost flat. Three lakes lie within the city's limits—Kankaria, Vastrapur and Chandola. Kankaria, in the neighbourhood of Maninagar, is an artificial lake developed by the Sultan of Gujarat, Qutb-ud-din, in 1451.According to the Bureau of Indian Standards, the town falls under seismic zone 3, in a scale of 2 to 5 (in order of increasing vulnerability to earthquakes).Ahmedabad is divided by the Sabarmati into two physically distinct eastern and western regions. The eastern bank of the river houses the old city, which includes the central town of Bhadra. This part of Ahmedabad is characterised by packed bazaars, the pol system of closely clustered buildings, and numerous places of worship. A Pol (pronounced as pole) is a housing cluster which comprises many families of a particular group, linked by caste, profession, or religion. This is a list of Pols in the old walled city of Ahmedabad in Gujarat, India. Heritage of these Pols has helped Ahmedabad gain a place in UNESCO's Tentative Lists, in selection criteria II, III and IV. The secretary-general of EuroIndia Centre quoted that if 12000 homes of Ahmedabad are restored they could be very helpful in promoting heritage tourism and its allied businesses. The Art Reverie in Moto Sutharvado is Res Artis center.
The first pol in Ahmedabad was named Mahurat Pol. Old city also houses the main railway station, the main post office, and some buildings of the Muzaffarid and British eras. The colonial period saw the expansion of the city to the western side of Sabarmati, facilitated by the construction of Ellis Bridge in 1875 and later the relatively modern Nehru Bridge. The western part of the city houses educational institutions, modern buildings, residential areas, shopping malls, multiplexes and new business districts centred around roads such as Ashram Road, C. G. Road and Sarkhej-Gandhinagar Highway.

Sabarmati Riverfront is a waterfront being developed along the banks of the Sabarmati river in Ahmedabad, India. Proposed in the 1960s, its construction began in 2005, opened in 2012.",11.0
1525,"(23, 77)",['Hopal'],"Hip hop music or hip-hop music, also known as rap music and formerly known as disco rap, is a genre of popular music that originated in New York City in the 1970s. It consists of stylized rhythmic music (usually built around drum beats) that commonly accompanies rapping, a rhythmic and rhyming speech that is chanted. It developed as part of hip hop culture, a subculture defined by four key stylistic elements: MCing/rapping, DJing/scratching with turntables, break dancing, and graffiti writing. Other elements include sampling beats or bass lines from records (or synthesized beats and sounds), and rhythmic beatboxing. While often used to refer solely to rapping, ""hip hop"" more properly denotes the practice of the entire subculture. The term hip hop music is sometimes used synonymously with the term rap music, though rapping is not a required component of hip hop music; the genre may also incorporate other elements of hip hop culture, including DJing, turntablism, scratching, beatboxing, and instrumental tracks.Hip hop as both a musical genre and a culture was formed during the 1970s when block parties became increasingly popular in New York City, particularly among African American youth residing in the Bronx. At block parties, DJs played percussive breaks of popular songs using two turntables and a DJ mixer to be able to play breaks from two copies of the same record, alternating from one to the other and extending the ""break"". Hip hop's early evolution occurred as sampling technology and drum machines became widely available and affordable. Turntablist techniques such as scratching and beatmatching developed along with the breaks. Rapping developed as a vocal style in which the artist speaks or chants along rhythmically with an instrumental or synthesized beat.
Hip hop music was not officially recorded for play on radio or television until 1979, largely due to poverty during the genre's birth and lack of acceptance outside ghetto neighborhoods. Old school hip hop was the first mainstream wave of the genre, marked by its disco influence and party-oriented lyrics. The 1980s marked the diversification of hip hop as the genre developed more complex styles and spread around the world. New school hip hop was the genre's second wave, marked by its electro sound, and led into golden age hip hop, an innovative period between the mid-1980s and mid-1990s that also developed hip hop's own album era. The gangsta rap subgenre, focused on the violent lifestyles and impoverished conditions of inner-city African American youth, gained popularity at this time. West Coast hip hop was dominated by G-funk in the early-mid 1990s, while East Coast hip hop was dominated by jazz rap, alternative hip hop, and hardcore hip hop. Hip hop continued to diversify at this time with other regional styles emerging, such as Southern rap and Atlanta hip hop. Hip hop became a best-selling genre in the mid-1990s and the top-selling music genre by 1999.
The popularity of hip hop music continued through the late 1990s to early-2000s ""bling era"" with hip hop influences increasingly finding their way into other genres of popular music, such as neo soul, nu metal, and R&B. The United States also saw the success of regional styles such as crunk, a Southern genre that emphasized the beats and music more than the lyrics, and alternative hip hop began to secure a place in the mainstream, due in part to the crossover success of its artists. During the late 2000s and early 2010s ""blog era"", rappers were able to build up a following through online methods of music distribution, such as social media and blogs, and mainstream hip hop took on a more melodic, sensitive direction following the commercial decline of gangsta rap. The trap and mumble rap subgenres have become the most popular form of hip hop during the mid-late 2010s and early 2020s. In 2017, rock music was usurped by hip hop as the most popular genre in the United States.",1.0
1526,"(23, 80)",['Jabalpur'],,0.0
1527,"(23, 87)",['Bankura'],,0.0
1528,"(23, 88)","['Calcutta', 'Burdwan', 'Burdwan', 'Calcutta', 'Kolkata']","Spread roughly north–south along the east bank of the Hooghly River, Kolkata sits within the lower Ganges Delta of eastern India approximately 75 km (47 mi) west of the international border with Bangladesh; the city's elevation is 1.5–9 m (5–30 ft). Much of the city was originally a wetland that was reclaimed over the decades to accommodate a burgeoning population. The remaining undeveloped areas, known as the East Kolkata Wetlands, were designated a ""wetland of international importance"" by the Ramsar Convention (1975). As with most of the Indo-Gangetic Plain, the soil and water are predominantly alluvial in origin. Kolkata is located over the ""Bengal basin"", a pericratonic tertiary basin. Bengal basin comprises three structural units: shelf or platform in the west; central hinge or shelf/slope break; and deep basinal part in the east and southeast. Kolkata is located atop the western part of the hinge zone which is about 25 km (16 mi) wide at a depth of about 45,000 m (148,000 ft) below the surface. The shelf and hinge zones have many faults, among them some are active. Total thickness of sediment below Kolkata is nearly 7,500 m (24,600 ft) above the crystalline basement; of these the top 350–450 m (1,150–1,480 ft) is Quaternary, followed by 4,500–5,500 m (14,760–18,040 ft) of Tertiary sediments, 500–700 m (1,640–2,300 ft) trap wash of Cretaceous trap and 600–800 m (1,970–2,620 ft) Permian-Carboniferous Gondwana rocks. The quaternary sediments consist of clay, silt and several grades of sand and gravel. These sediments are sandwiched between two clay beds: the lower one at a depth of 250–650 m (820–2,130 ft); the upper one 10–40 m (30–130 ft) in thickness. According to the Bureau of Indian Standards, on a scale ranging from I to V in order of increasing susceptibility to earthquakes, the city lies inside seismic zone III.",1.0
1529,"(23, 89)","['Jessore', 'Jessore', 'Jessore district', 'Jessore district', 'Jessore', 'Khulna']","Jessore District encompasses 2606.98 km2. It is bounded by Jhenaidaha and Magura districts at the north, Satkhira and Khulna districts at the south, Narail and Khulna districts at the east, and North 24 Parganas and Nadia districts of West Bengal of India at the west. Major rivers that flow through this region are the Bhairab, Teka, Hari, Sree, Aparbhadra, Harihar, Buribhadra, Chitra, Betna, Kopotakkho, and the Mukteshwari.",1.0
1530,"(23, 90)","[' Nazirpur upazila ', 'Faridpur', 'Gopalganj', 'Madaripur', 'Faridpur', 'Faridpur district', 'Faridpur district', 'Madaripur', 'Banaripara area', 'Faridpur district']","Nazirpur is located at 22.7461°N 89.9678°E﻿ / 22.7461; 89.9678. It has 31,862 households and a total area of 233.65 km2.",0.0
1531,"(23, 91)","['Companiganj', 'Noakhali', 'Feni', 'Comilla', 'Comilla', 'Chandpur', 'Urirchar', 'Comilla', 'Lakshmipur', 'Comilla', ' Chandpur ', 'Noakhali', 'Comilla', 'Comilla', 'Noakhali district', 'Chandpur', 'Comilla area', ' Comilla']","Companigani is bounded by Senbgh and Daganbhuiyan upazilas on the north, Noakhali Sadar and Sandwip on the south, Sonagazi and Mirsharai on the east, Noakhali Sadar on the west. The main rivers are Little Feni and Bamni.
Companiganj (town) stands six km south of Maijdi Road. The town consists of six mouzas. It has an area of 6.5 km2.",7.0
